brand,text,created_at,label,cleaned_text
samsung,"Loved that it was delivered on time. I am loving this phone, still learning new features everyday. Loved that it was delivered on time.",2017/10/21,positive,loved delivered time loving phone still learning new features everyday loved delivered time
samsung,Se lo recomoendo a todas las personas k estÃ©n interesados. Muy bueno y me encanto,2019/9/11,positive,se lo recomoendo todas las personas k estacn interesados muy bueno encanto
samsung,I don't think the battery life is long enough. It's a good phone. However the s-pen broke shortly after I got it.,2019/10/21,positive,dont think battery life long enough good phone however spen broke shortly got
samsung,Good product. I like it,2019/7/30,positive,good product like
samsung,"Nice and compact. Beautiful design, nice and compact.",2019/3/8,positive,nice compact beautiful design nice compact
samsung,Excelente. Excelente producto,2019/7/20,positive,excelente excelente producto
samsung,"Thanks!. Great, thanks",2019/1/4,positive,thanks great thanks
samsung,"Wow. Wow, this phone is really pretty. I have the black and bought the Platinum for my Dad. Super fast and great screen",2017/11/10,positive,wow wow phone really pretty black bought platinum dad super fast great screen
samsung,Great older generation phone. Still a great phone even if it is 3 generations old. My son loves it!,2016/6/26,positive,great older generation phone still great phone even generations old son loves
samsung,Fragile phone no durability. This phone has great camera and nice storage I live the pen however it it very fragile it fell one time and distros the back and front of the phone,2019/9/5,neutral,fragile phone durability phone great camera nice storage live pen however fragile fell one time distros back front phone
samsung,Dissatisfied. Terrible,2019/12/20,negative,dissatisfied terrible
samsung,Dosent have a fingerprint reader only fr. but seriosly one of the best phones iv oned good screen soundquality easy and advanced ui and its damn fast Even comes with a user manual lol,2019/12/7,positive,dosent fingerprint reader fr seriosly one best phones iv oned good screen soundquality easy advanced ui damn fast even comes user manual lol
samsung,Refurbished Junk. The phone did not survive the first time it was dropped and now the screen is black. This is even with a Case and and screen protector.,2018/1/29,negative,refurbished junk phone survive first time dropped screen black even case screen protector
samsung,Came on time. Works well!,2019/6/1,positive,came time works well
samsung,.. love it!,2019/5/11,positive,love
samsung,It's a phone. Battery life is not the best otherwise phone is like any other phone.,2019/12/8,positive,phone battery life best otherwise phone like phone
samsung,Awesome. Using it everyday and still rocking.,2016/12/10,positive,awesome using everyday still rocking
samsung,Not as durable as advertised. Phone has a solid line on the screen after less than one month of use. Bought it for it's supposed durability.,2018/10/18,neutral,durable advertised phone solid line screen less one month use bought supposed durability
samsung,not smart phone. Calls continually black out....time is still moving & both parties are there but neither of you can hear each other.,2012/5/9,negative,smart phone calls continually black outtime still moving parties neither hear
samsung,"I'm very happy with this phone. I'm very happy with this phone! The most efficient Android I've had so far, without having to spend ridiculous iPhone money.",2017/8/24,positive,im happy phone im happy phone efficient android ive far without spend ridiculous iphone money
samsung,Great battery life. Best phone ever,2018/11/22,positive,great battery life best phone ever
samsung,The best item. Excellent service and product. Trustly and efficient equipment.,2017/4/12,positive,best item excellent service product trustly efficient equipment
samsung,It's nice indeed.. It is working as expected. It's nice indeed.,2016/11/14,positive,nice indeed working expected nice indeed
samsung,Money better spent elsewhere. Not completely unlocked,2018/11/21,neutral,money better spent elsewhere completely unlocked
samsung,New phone. Best new phone I've gotten,2019/12/16,positive,new phone best new phone ive gotten
samsung,es rÃ¡pido. estÃ¡ perfecto sin problemas,2019/8/5,positive,es rapido esta perfecto sin problemas
samsung,"Galaxy Note 9. Excellent product, no complaints.",2019/4/10,positive,galaxy note excellent product complaints
samsung,Puntual. Beautiful,2018/12/5,positive,puntual beautiful
samsung,they are very happy with the phone. got these as a gift for my son and dil. they are very happy with the phone. has lots of storage and is easy to use.,2016/11/4,positive,happy phone got gift son dil happy phone lots storage easy use
samsung,The Samsung A50 is having charging issues.. The phone stop charging 2 weeks after I got it.,2019/12/13,negative,samsung charging issues phone stop charging weeks got
samsung,"Awesome phone!. I love everything about this phone, EVERYTHING!",2019/8/2,positive,awesome phone love everything phone everything
samsung,Samsung Replenish. I just love this phone. This is the best phone that I had for a very long time. BEST EVER!!!!!!!!!,2014/4/14,positive,samsung replenish love phone best phone long time best ever
samsung,"Bad product. This is not original, bad product",2019/6/18,negative,bad product original bad product
samsung,Es 3g???. Bueno,2018/8/29,positive,es g bueno
samsung,"Phone was not unlocked. No carrier was able to activate the phone because there are ""unpaid or overdue"" charges on the AT&T account. This is not an unlocked phone and it is completely unusable.",2019/6/24,negative,phone unlocked carrier able activate phone unpaid overdue charges att account unlocked phone completely unusable
samsung,Cool phone. I love this phone I'm using it right now,2016/7/27,positive,cool phone love phone im using right
samsung,"Great phone. This is a great phone, lots of great features.",2019/1/22,positive,great phone great phone lots great features
samsung,Great phone. I love the phone so far.,2019/7/4,positive,great phone love phone far
samsung,Great phone. WARNING. Great phone. WARNING!!!! I was disappointed to learn it didn't work with VR Gear. Be aware that you aren't going to be able to take advantage of some awesome technology.,2016/10/11,positive,great phone warning great phone warning disappointed learn didnt work vr gear aware arent going able take advantage awesome technology
samsung,Itâs a nice phone. Itâs a nice phone,2019/1/8,positive,itas nice phone itas nice phone
samsung,"Looks and feels great!. Beautiful phone, good size, battery life is excellent, fast and love the wireless charger",2017/4/8,positive,looks feels great beautiful phone good size battery life excellent fast love wireless charger
samsung,Recomendado. Excelente,2019/7/6,positive,recomendado excelente
samsung,It was a waste of time and money. The phone broke in a week. It was a waste of time and money.,2017/11/18,negative,waste time money phone broke week waste time money
samsung,Great value in 2018. Great cost-benefit.,2018/11/16,positive,great value great costbenefit
samsung,all real aasi spect. i love everything about it .,2019/7/16,positive,real aasi spect love everything
samsung,really good and an awesome phone. this looked brand new. i loved it only issue is the pen its not exactly good but overall i liked it. i hope it lasts for some time,2017/5/9,positive,really good awesome phone looked brand new loved issue pen exactly good overall liked hope lasts time
samsung,sweet spot. Easy transfer of SIM. Performs well in basic use. Good value with no gotchas observed so far.,2017/10/25,positive,sweet spot easy transfer sim performs well basic use good value gotchas observed far
samsung,"says unlocked and does not work go in Argentina. It has not signal in Argentina, and says unlocked... i thought it was international version...",2019/1/3,negative,says unlocked work go argentina signal argentina says unlocked thought international version
samsung,not good condition!. this phone is used and scratched,2018/3/30,negative,good condition phone used scratched
samsung,Amazing and fast. Great Phone and fast performance I needed a new phone asap totally worth it!!!!,2019/9/20,positive,amazing fast great phone fast performance needed new phone asap totally worth
samsung,This best than iPhone!. I want this for My family?,2016/5/3,positive,best iphone want family
samsung,Totally acceptable product!. Make sure you check the pull down menu to see if you've accidentally turned your data off. Otherwise wonderful!,2019/6/30,positive,totally acceptable product make sure check pull menu see youve accidentally turned data otherwise wonderful
samsung,Meets my requirements: Removable battery Removable SD Removable SIM .... Meets my requirements: Removable battery Removable SD Removable SIM SPen Doesn't hold up to 1000 degrees F... opps.,2018/9/12,positive,meets requirements removable battery removable sd removable sim meets requirements removable battery removable sd removable sim spen doesnt hold degrees f opps
samsung,Very disappointed.. It says I337. I got the I9500 version. Very disappointed.,2015/5/28,negative,disappointed says got version disappointed
samsung,Excelente. Excelente,2019/3/18,positive,excelente excelente
samsung,Great. Very happy thank you,2019/11/23,positive,great happy thank
samsung,"Excelente compra. Excelente telÃ©fono, volverÃ­a a comprar .",2019/9/4,positive,excelente compra excelente telacfono volveraa comprar
samsung,Competent phone with all the latest features.. Solid phone with decent battery life. Samsung keeps incrementally improving the camera and other features in their latest iteration of the phone.,2017/3/27,positive,competent phone latest features solid phone decent battery life samsung keeps incrementally improving camera features latest iteration phone
samsung,good phone. pretty good phone,2019/6/29,positive,good phone pretty good phone
samsung,It was like brand new. It came brand new.... i was kind of sketchy about it being a certified refurbished but its perfect,2019/2/5,positive,like brand new came brand new kind sketchy certified refurbished perfect
samsung,AMAZING. This is a really cheap deal works perfect! You can use for straight talk,2019/7/30,positive,amazing really cheap deal works perfect use straight talk
samsung,"unlocked phone. fast delivered, perfect phone, unlocked",2018/11/9,positive,unlocked phone fast delivered perfect phone unlocked
samsung,Great phone. Great condition,2019/3/28,positive,great phone great condition
samsung,Right choice. Everything as advertised and described. A bit difficult to navigate and can not load pics directly to Facebook from photo album.,2014/1/3,positive,right choice everything advertised described bit difficult navigate load pics directly facebook photo album
samsung,Great deal on a Great Phone. Great phone excellent condition. Swapped right over to straighttalk no issues!,2018/4/5,positive,great deal great phone great phone excellent condition swapped right straighttalk issues
samsung,"An excellent device. My Note 5 arrived as advertised. White, 64gb, AT&T model. It was advertised in ""good"" conditions. But had alot of small scratches on the screen.",2016/4/10,neutral,excellent device note arrived advertised white gb att model advertised good conditions alot small scratches screen
samsung,not for me. reutning,2019/12/14,negative,reutning
samsung,Excellent phone. Excellent phone,2019/11/26,positive,excellent phone excellent phone
samsung,"This stuff is fantastic. I think this product is very good and useful, I like it a lot",2019/5/24,positive,stuff fantastic think product good useful like lot
samsung,It dosent come with the regular wall piece. Its a good phone works great i love it!!,2019/8/13,positive,dosent come regular wall piece good phone works great love
samsung,Positivo. A+++++++100 % recomendable,2019/8/9,positive,positivo recomendable
samsung,"Get it. You will not regret it.. Great battery life, fantastic screen, best phone in the market in my opinion",2019/1/16,positive,get regret great battery life fantastic screen best phone market opinion
samsung,works well. nice product,2019/6/29,positive,works well nice product
samsung,Good product. Good product,2019/8/4,positive,good product good product
samsung,Nice product. Everything is ok,2018/10/29,positive,nice product everything ok
samsung,I don't get it. It works fine with Wi-Fi but it wasn't compatible with Qlink service. I thought it would be since it was a cdma service phone with Verizon,2019/2/25,negative,dont get works fine wifi wasnt compatible qlink service thought would since cdma service phone verizon
samsung,Waste of money. Phone powers down and shuts offf without warning. Waste of money!,2014/9/18,negative,waste money phone powers shuts offf without warning waste money
samsung,"Fantastic screen display, its fast , excellent camera. The fingerprint sensor could be upgraded to one that works!",2019/7/18,neutral,fantastic screen display fast excellent camera fingerprint sensor could upgraded one works
samsung,"Whatta Deal. Good as new, works with Verizon.",2019/10/23,positive,whatta deal good new works verizon
samsung,Amazing phone.. This phone isn't necessarily the phone for everyone but if you go into it Looking for a phablet style phone then you will love it. Fast fast fast,2014/2/26,positive,amazing phone phone isnt necessarily phone everyone go looking phablet style phone love fast fast fast
samsung,Best Deal!. This item was still selling for $50.00 at the ATT stores. Could not ask for a better deal. My daughter said that this was the best day of her life!,2014/5/15,positive,best deal item still selling att stores could ask better deal daughter said best day life
samsung,...that is works after awhile and gives me no issues. It was a good phone for about 3 to 4 years but it blacked out had to upgrade.,2019/10/23,positive,works awhile gives issues good phone years blacked upgrade
samsung,"Snapdragon version. Great phone, came the snapdragon 855!",2019/8/20,positive,snapdragon version great phone came snapdragon
samsung,phone condition. a very good deal for the money,2019/8/15,positive,phone condition good deal money
samsung,amazing phone. the phone is awesome its super fast smooth responsive everything you could want in a phone the s pen and the features it has are amazing and the camera's are also awesome.,2014/2/10,positive,amazing phone phone awesome super fast smooth responsive everything could want phone pen features amazing cameras also awesome
samsung,Bad. It bad,2019/7/4,negative,bad bad
samsung,"Great. New to android, but really loving it so far. Great phone",2017/5/23,positive,great new android really loving far great phone
samsung,"Not for Digitel. This phone does not works well for Digitel in Venezuela, the 3G band 900mhz is not supported.",2018/11/13,neutral,digitel phone works well digitel venezuela g band mhz supported
samsung,Love Samsung Phones. ð¤ð¾ðð¾ðð½,2019/10/17,positive,love samsung phones dd dd dd
samsung,"Beautiful screen. I hesitated switching to a larger phone, but I've been so happy with this galaxy note 9. The pen is especially nice, especially for taking impromptu notes. The screen is beautiful.",2019/10/19,positive,beautiful screen hesitated switching larger phone ive happy galaxy note pen especially nice especially taking impromptu notes screen beautiful
samsung,Proceed with caution. This phone was not unlocked. After 2 hours of getting a new sim card and boost trying to troubleshoot the problem I sent it back.,2019/11/12,negative,proceed caution phone unlocked hours getting new sim card boost trying troubleshoot problem sent back
samsung,Works. So far so good,2019/7/5,positive,works far good
samsung,There were also small scars on the screen.. The telephone speakers and the charger terminals were dirty.,2019/1/10,neutral,also small scars screen telephone speakers charger terminals dirty
samsung,Excelente. Buen producto,2019/8/8,positive,excelente buen producto
samsung,Good investment. Works great!,2019/12/11,positive,good investment works great
samsung,Great phone. This phone out performs my HTC Thunderbolt by a mile. I got one for my wife as well.,2016/9/19,positive,great phone phone performs htc thunderbolt mile got one wife well
samsung,Bueno bueno. Excelente,2019/8/1,positive,bueno bueno excelente
samsung,Great. Great,2019/10/13,positive,great great
samsung,Battery no good. Battery died less than 12 hours they said it was new can ât send back I will not have phone,2018/8/6,negative,battery good battery died less hours said new send back phone
samsung,Great phone. IS great phone and I love it.,2018/7/22,positive,great phone great phone love
samsung,Good solid phone. Shipped in quoted time; arrived as advertised. Good solid phone.,2017/5/28,positive,good solid phone shipped quoted time arrived advertised good solid phone
samsung,"S8 glory. Replacement phone working like a dream, first one had a charging issue somehow but new one is brand spanking new the way I like",2019/10/18,positive,glory replacement phone working like dream first one charging issue somehow new one brand spanking new way like
samsung,Good phone. Charger sparked bad us converter,2019/4/8,positive,good phone charger sparked bad us converter
samsung,Love the Dual Sim. Great phone. Love the dual sim feature!!!,2017/7/20,positive,love dual sim great phone love dual sim feature
samsung,Samsung s10. It was good,2019/8/28,positive,samsung good
samsung,"Not as Advertised. The phone sent was a prepaid phone, however, the product was not advertised as such. No where does it say this is a prepaid phone.",2013/1/10,negative,advertised phone sent prepaid phone however product advertised say prepaid phone
samsung,Take a look YouTube how to use this phone. Work perfect Almost Like new thanks.,2018/12/9,positive,take look youtube use phone work perfect almost like new thanks
samsung,Wtf?. So with the battery completely dead and no charge notification how long do i have to leave it on the charger before it actually shows it charging???,2019/6/17,positive,wtf battery completely dead charge notification long leave charger actually shows charging
samsung,Reliable. I loved the camera,2019/9/29,positive,reliable loved camera
samsung,":). Love net 10 phone. No contract,easy to text, and works in the middle of nowhere with no phone tower close by",2014/7/13,positive,love net phone contracteasy text works middle nowhere phone tower close
samsung,Easy. Easy to use to just make and receive calls. Keeps a charge for almost a week.,2017/11/14,positive,easy easy use make receive calls keeps charge almost week
samsung,El producto. Fue un obsequio y funcionÃ³ perfecto en Ecuador,2019/6/14,positive,el producto fue un obsequio funciona perfecto en ecuador
samsung,"Android phone. Love it - has a learning curve to get used to the new features, but this is the best phone I've ever had.",2013/11/16,positive,android phone love learning curve get used new features best phone ive ever
samsung,"Good phone, bad battery. This is a good phone, but the battery is awful. It drains at over 1% per minute. Easily solved tho.",2016/9/30,positive,good phone bad battery good phone battery awful drains per minute easily solved tho
samsung,Not much of an upgrade from the S9.. This phone is pretty good. I actually dont see much of a difference from the S9. I dont like the front camera on the screen.,2019/8/16,positive,much upgrade phone pretty good actually dont see much difference dont like front camera screen
samsung,"Awesome phone. Been about 30 days, very happy with my Samsung Note 8. Super clean, super fast. Almost like new..",2019/3/13,positive,awesome phone days happy samsung note super clean super fast almost like new
samsung,Works perfectly fine. Phone arrived on time and is working just fine. all the accessories came and are in excellent condition.,2019/4/2,positive,works perfectly fine phone arrived time working fine accessories came excellent condition
samsung,In love with my new phone. In love with my new phone! I had the Note 3 since it first came out. I recently upgraded to the Note 8 and is amazing.,2018/2/13,positive,love new phone love new phone note since first came recently upgraded note amazing
samsung,Terrific Phone. Amazing phone. Pretty happy with virtually everything. I wish the battery lasted a little longer though,2019/10/11,positive,terrific phone amazing phone pretty happy virtually everything wish battery lasted little longer though
samsung,USB cable not original from Samsung. The phone is really good. The only thing I didn't like is that the USB cable wasn't the original.,2019/3/2,positive,usb cable original samsung phone really good thing didnt like usb cable wasnt original
samsung,"wow nice !!!!!!!. this works great no problems at all it has everything I need and some ,very reliable you wont go wrong",2014/3/17,positive,wow nice works great problems everything need reliable wont go wrong
samsung,"lagging!. this phone voice is clear,but the key reacting is lagging,and some time i cannot turn the camera on.do any body has the same feeling?",2014/3/25,neutral,lagging phone voice clearbut key reacting laggingand time cannot turn camera ondo body feeling
samsung,Phone was in perfect condition.. Came sealed and packed with charger. Also included instructions for setting up phone for different cell phone carriers. Phone was in perfect condition.,2018/5/31,positive,phone perfect condition came sealed packed charger also included instructions setting phone different cell phone carriers phone perfect condition
samsung,good. good,2019/6/15,positive,good good
samsung,"love it!. my note 8 got stolen, better improved features with my new note 9!",2019/1/24,positive,love note got stolen better improved features new note
samsung,Seamless. Seamless transaction. Phone is just as described.,2018/7/16,positive,seamless seamless transaction phone described
samsung,"Perfect. It works perfectly and looks brand new. The only problem I have is the battery dies a little fast, but that might just be the model.",2019/11/2,positive,perfect works perfectly looks brand new problem battery dies little fast might model
samsung,Not satisfied at all!. It worked very well for 2 weeks than the battery stared draining very fast. Not holding power.,2017/2/23,negative,satisfied worked well weeks battery stared draining fast holding power
samsung,Great!. It's a great cellphone for business,2019/11/30,positive,great great cellphone business
samsung,"Great phone. Bought it for the wife, she loves it.",2019/2/16,positive,great phone bought wife loves
samsung,"I just love it. This smartphone have everything I need,and it made my life easier. Galaxy S4 performance is superb.",2014/9/24,positive,love smartphone everything needand made life easier galaxy performance superb
samsung,Best budget phone.. Best phone i ever had. For $150 its a steal. Great pictures and videos also battery life is good. Very thin and light.,2019/7/25,positive,best budget phone best phone ever steal great pictures videos also battery life good thin light
samsung,Real unlocked phone. I did a good deal. My phone is correct,2018/9/5,positive,real unlocked phone good deal phone correct
samsung,ð. ð,2019/12/9,positive,
samsung,Cellphone. I love it my new phone...working perfect,2019/2/23,positive,cellphone love new phoneworking perfect
samsung,none. we havent got the phone yet but id say my dad will love it cause he has been lookin for one like it,2013/3/6,positive,none havent got phone yet id say dad love cause lookin one like
samsung,100% recomendable. Todo super bien telÃ©fono nuevo sellado,2018/11/24,positive,recomendable todo super bien telacfono nuevo sellado
samsung,Dont waste your money. Overheated while charging and died,2019/1/11,negative,dont waste money overheated charging died
samsung,"Phone crashed after 1 year usage. 1 year and 3 weeks, hardware crashed. Phone was well take care of.",2016/9/28,negative,phone crashed year usage year weeks hardware crashed phone well take care
samsung,Ok. Conforme con el producto,2019/12/22,positive,ok conforme con el producto
samsung,great product. great product works perfect,2019/10/8,positive,great product great product works perfect
samsung,"Great Phone!. Great phone looks great, works excellent!",2017/5/2,positive,great phone great phone looks great works excellent
samsung,"good. i love my sansung replenish prepaid android phone,everything is there,and very easy to use,the problem is the battery,takes one day only,battery is good for one day only,i have always charge it,",2012/3/13,neutral,good love sansung replenish prepaid android phoneeverything thereand easy usethe problem batterytakes one day onlybattery good one day onlyi always charge
samsung,Love it except for all the factory apps. Have had it for a few months. Love it except for all the factory apps. They are a pain in the arse!,2014/11/4,positive,love except factory apps months love except factory apps pain arse
samsung,Cheap Durable?. Does Not work for verizon voice and messaging. Works for Sprint just fine.,2019/10/13,neutral,cheap durable work verizon voice messaging works sprint fine
samsung,Phone for some reason was acting weird The cÃ¡mara glitch .... Phone for some reason was acting weird The cÃ¡mara glitch and the audio was in slow mo voice.. weird phone,2017/3/28,negative,phone reason acting weird camara glitch phone reason acting weird camara glitch audio slow mo voice weird phone
samsung,love it. i love this phone,2019/4/11,positive,love love phone
samsung,Happy with this phone. Very happy with this product. I got an external batery. So no fuss with the issue,2015/9/22,positive,happy phone happy product got external batery fuss issue
samsung,Product in excellent condition and works really well. Came really fast. Product in excellent condition and works really well. Very satisfiÃ¨d.,2017/11/2,positive,product excellent condition works really well came really fast product excellent condition works really well satisfiad
samsung,dead battery. got this phone 4 months ago and the battery is dead I would like a new battery please,2017/8/14,negative,dead battery got phone months ago battery dead would like new battery please
samsung,LOVE IT!. Love it I now can use my phone as pc,2019/3/11,positive,love love use phone pc
samsung,Good performance overall. Very good cellphone. No complaints so far. Battery life good. Memory and the camera are awesome,2019/7/13,positive,good performance overall good cellphone complaints far battery life good memory camera awesome
samsung,Best phone 2019 nowadays. Like the expected,2019/5/11,positive,best phone nowadays like expected
samsung,Samsung Galaxy 8S+. Love this phone!!,2018/12/1,positive,samsung galaxy love phone
samsung,Working great without issues. As described. Working great without issues. Was BRAND NEW in sealed box. I can confirm that this is the AT&T variant Samsung Galaxy S7.,2016/9/14,positive,working great without issues described working great without issues brand new sealed box confirm att variant samsung galaxy
samsung,"Mine is locked to at&t. The phone is fantastic it's almost exactly what I wanted, the only thing wrong with it is that it's locked to at&t",2018/8/4,positive,mine locked att phone fantastic almost exactly wanted thing wrong locked att
samsung,Great phone. I bought this phone for my teenage son after he had dropped his old phone and cracked the screen (it was not a Samsung). He is very happy with this one.,2013/12/16,positive,great phone bought phone teenage son dropped old phone cracked screen samsung happy one
samsung,good product. A nice phone. I like it. A different felling with iphone 5. I think that it is time the iphone should enlarge their screen size.,2014/2/27,positive,good product nice phone like different felling iphone think time iphone enlarge screen size
samsung,Ok. Ok,2019/11/7,positive,ok ok
samsung,Nothing indicated this was a refurbished phone.. Nothing indicated this was a refurbished phone.,2019/7/3,negative,nothing indicated refurbished phone nothing indicated refurbished phone
samsung,malfunctioning. The earphone and speaker not functioning well.,2019/7/2,negative,malfunctioning earphone speaker functioning well
samsung,No esta Liberado. No esta Liberado es una porqueria este vendedor no se los recomiendo,2019/12/18,negative,esta liberado esta liberado es una porqueria este vendedor se los recomiendo
samsung,Very true to the description. Seems sturdy. The leather is soft but seems like it will hold up.,2018/10/15,positive,true description seems sturdy leather soft seems like hold
samsung,Recomendado. Excelente,2018/7/14,positive,recomendado excelente
samsung,Excelente. Muy bueno,2019/11/6,positive,excelente muy bueno
samsung,"Didn't work with verizon. I bought this, and i cant get it to work with verizon sim card. I really like the phone but it didn't work with Verizon.",2019/6/15,neutral,didnt work verizon bought cant get work verizon sim card really like phone didnt work verizon
samsung,I LOVE it. Everything about the phone is perfect,2016/12/3,positive,love everything phone perfect
samsung,Perfect. This phone was in perfect condition. I was in need of a new phone but refuse to spend $800 plus for the latest model. This phone fit the bill.,2019/4/11,positive,perfect phone perfect condition need new phone refuse spend plus latest model phone fit bill
samsung,Perfect condition. No issues. Phone works great,2018/10/4,positive,perfect condition issues phone works great
samsung,Very good. Very good,2019/12/22,positive,good good
samsung,kmt. phone is no good garbage,2019/2/20,negative,kmt phone good garbage
samsung,Good value. Easy to set up and use on our local network (not verizon) without any hiccups.,2018/11/4,positive,good value easy set use local network verizon without hiccups
samsung,Great phone.. Excellent product. Works great Dual sim capable.,2019/6/23,positive,great phone excellent product works great dual sim capable
samsung,"Durabilidad, rapidez,precio. Excelente telÃ©fono buena resoluciÃ³n de la cÃ¡mara para el precio.",2019/12/22,positive,durabilidad rapidezprecio excelente telacfono buena resolucian de la camara para el precio
samsung,Great and real. Very nice big screen great phone,2019/4/17,positive,great real nice big screen great phone
samsung,Excellent. The best shop ever!!!! Beautiful phone,2019/7/22,positive,excellent best shop ever beautiful phone
samsung,"excellent. is a excellent phone, i love it, all that has a phone of high gama is inside of my phone",2013/7/8,positive,excellent excellent phone love phone high gama inside phone
samsung,Samsung is the way to go.... Great deal for only $600!,2019/8/25,positive,samsung way go great deal
samsung,New phone didn't seem refurbished. Came new,2019/8/22,positive,new phone didnt seem refurbished came new
samsung,Awesome phone!. This phone is so beautiful n slick! Works perfectly well and gave no problems.,2019/3/25,positive,awesome phone phone beautiful n slick works perfectly well gave problems
samsung,Good. So far so good...,2019/11/10,positive,good far good
samsung,"Love it!. I love older phones and really love the stylus option, more accurate than my finger!",2019/11/15,positive,love love older phones really love stylus option accurate finger
samsung,Galaxy S7. US Cellular delivered my new Samsung Galaxy S7 quickly and as promised. Great job and thank you.,2018/9/20,positive,galaxy us cellular delivered new samsung galaxy quickly promised great job thank
samsung,amazing. beautiful and fast,2016/8/27,positive,amazing beautiful fast
samsung,Work perfectly. Its comes on time and its exactly what i expected,2019/5/20,positive,work perfectly comes time exactly expected
samsung,It's a very nice phone. Works perfectly fine,2019/6/12,positive,nice phone works perfectly fine
samsung,Wonderful. I really liked it. Very good conditions and wonderful mobile phone.,2019/12/11,positive,wonderful really liked good conditions wonderful mobile phone
samsung,Very nice phone.. Always a fan of Samsung,2019/12/8,positive,nice phone always fan samsung
samsung,Like New. It looks like its literally brand new. I literally dont have any complaints.,2019/1/3,positive,like new looks like literally brand new literally dont complaints
samsung,Large screen. GREAT!. I am not phone savvy but this phone is easy to figure out.,2019/11/21,positive,large screen great phone savvy phone easy figure
samsung,"me encanto el articulo. buen articulo,",2019/11/3,positive,encanto el articulo buen articulo
samsung,"Very poor appearance, scratches. Very poor appearance, scratches, and broken. It works fine but I do not specify that.",2017/5/19,negative,poor appearance scratches poor appearance scratches broken works fine specify
samsung,Celular Samsun. Muy buen celular y disponibilidad en memoria,2019/10/5,positive,celular samsun muy buen celular disponibilidad en memoria
samsung,Great phone!. Great phone! Lots of memory and storage. Fast processor! Thanks!,2019/10/21,positive,great phone great phone lots memory storage fast processor thanks
samsung,Camera is really good but battery life sucks. Lovely phone. Camera is really good but battery life sucks!,2016/9/11,positive,camera really good battery life sucks lovely phone camera really good battery life sucks
samsung,He us happy and so am i. Just like my Dad's old phone. He's happy and so am i.,2014/7/13,positive,us happy like dads old phone hes happy
samsung,Great phone. Bought this for my wife she loves it looks brand new works great!,2019/4/14,positive,great phone bought wife loves looks brand new works great
samsung,Note 5*. A very nice phone.,2017/7/31,positive,note nice phone
samsung,"Still working like a charm. Still working like a charm, I finally made to the 21st Century!",2016/9/19,positive,still working like charm still working like charm finally made st century
samsung,muy buen producto. cumplieron las espectativas,2019/8/5,positive,muy buen producto cumplieron las espectativas
samsung,Excellent. My girlfriend likes her new phone,2019/1/25,positive,excellent girlfriend likes new phone
samsung,ITS REAL. Its works seriously and REALLY LOOKS BRAND NEW TOO!!,2019/9/9,positive,real works seriously really looks brand new
samsung,Defenetly recomend. I have had it for 2 months now and it has bin great,2019/5/29,positive,defenetly recomend months bin great
samsung,Defected. Stopped working,2019/12/16,negative,defected stopped working
samsung,Happy AP. Love the new phone and the storage is great. I font have to stand on my head to get APs to work.,2016/12/25,positive,happy ap love new phone storage great font stand head get aps work
samsung,"Works exactly as advertised. Great condition! Battery seems to wear down faster than when new, but still holds enough charge to get thru the day. Everything works great.",2019/8/22,positive,works exactly advertised great condition battery seems wear faster new still holds enough charge get thru day everything works great
samsung,A much needed upgrade. Amazing phone even in 2019. Software upgraded to android pie and works like a charm,2019/4/11,positive,much needed upgrade amazing phone even software upgraded android pie works like charm
samsung,Smart phone. So far so good. No problems with the product.,2019/7/12,positive,smart phone far good problems product
samsung,Will it work on boost mobile. Can find info,2019/10/29,negative,work boost mobile find info
samsung,Muy bueno. Por ahora bien. Lo recibÃ­ en tiempo en el hotel en new york,2019/5/30,positive,muy bueno por ahora bien lo reciba en tiempo en el hotel en new york
samsung,Cannot hear phone callls unless on speaner. Recieved phone and Cannot hear phone calls unless on speaker.,2017/3/6,negative,cannot hear phone callls unless speaner recieved phone cannot hear phone calls unless speaker
samsung,"Samsung Galaxy S4. Love it thus far. It has so many features, I've yet to fully explore them all, but so far so good. Looks great, feels great and very decent battery life.",2013/7/3,positive,samsung galaxy love thus far many features ive yet fully explore far good looks great feels great decent battery life
samsung,Excelent but without box. Excelent the only thing wrong is that I dont have the original box,2017/7/20,positive,excelent without box excelent thing wrong dont original box
samsung,works as advertised. good phone,2018/8/12,positive,works advertised good phone
samsung,Good. Good,2019/10/30,positive,good good
samsung,"An Oldie But A Goodie. I had this thing for 6 years as a daily driver, solid phone, good battery life with the possibility to change the battery.",2018/9/17,positive,oldie goodie thing years daily driver solid phone good battery life possibility change battery
samsung,"Asd. Necesito saber si sirve para argentina el celular, gracias.",2019/3/2,positive,asd necesito saber si sirve para argentina el celular gracias
samsung,samsung i917. This product words wonderful .... It's was brought as a replacement for my daughters first Focus phone ... And she loves it,2012/10/16,positive,samsung product words wonderful brought replacement daughters first focus phone loves
samsung,Fallado ð. Me salio fallado,2018/10/24,neutral,fallado salio fallado
samsung,"Best cell phone ever. Does everything I what it to do.can take of charger in the morning and charger last all day,even when running apps until I plug it in at 2:30-3:00 Am",2014/1/7,positive,best cell phone ever everything docan take charger morning charger last dayeven running apps plug
samsung,Amazing phone. 100% authentic,2019/7/16,positive,amazing phone authentic
samsung,Ok. Good phone. For the money should have a better EarPods really bad,2019/10/27,neutral,ok good phone money better earpods really bad
